raw,model,price,source,note
JCQ-C-17,JHQ-C-17,33.0,pu_pricelist:usd,USD
JCQ-C-18,JHQ-C-18,9292.800000000001,pu_pricelist:inr,
JCQ-C-18,JHQ-C-18,44.0,pu_pricelist:usd,USD
JCQ-C-19,JHQ-C-19,10876.800000000001,pu_pricelist:inr,
JCQ-C-19,JHQ-C-19,51.5,pu_pricelist:usd,USD
JCQ-C-20,JHQ-C-20,15523.2,pu_pricelist:inr,
JCQ-C-20,JHQ-C-20,73.5,pu_pricelist:usd,USD
JCQ-C-21,JHQ-C-21,17698.56,pu_pricelist:inr,
JCQ-C-21,JHQ-C-21,83.8,pu_pricelist:usd,USD
JCQ-C-22,JHQ-C-22,24921.600000000002,pu_pricelist:inr,
JCQ-C-22,JHQ-C-22,118.0,pu_pricelist:usd,USD
JCQ-C-23,JHQ-C-23,25600.0,pu_pricelist:inr,
JCQ-C-24,JHQ-C-24,28000.0,pu_pricelist:inr,
SB-1204A,SB-1204A,2800.0,spring_pricelist,
SB-1204B,SB-1204B,3800.0,spring_pricelist,
SB-1204C,SB-1204C,4800.0,spring_pricelist,
SB-1204D,SB-1204D,7650.0,spring_pricelist,
SB-1204E,SB-1204E,15500.0,spring_pricelist,
SB-1204F,SB-1204F,16500.0,spring_pricelist,
SB-1204G,SB-1204G,15800.0,spring_pricelist,
SB-1220-A,SB-1220-A,22000.0,spring_pricelist,
SB-1220-B,SB-1220-B,23200.0,spring_pricelist,
SB-1220-C,SB-1220-C,22000.0,spring_pricelist,
SB-1220-D,SB-1220-D,23000.0,spring_pricelist,
SB-1220-E,SB-1220-E,22000.0,spring_pricelist,
SB-1220-F,SB-1220-F,26500.0,spring_pricelist,
SB-1220-G,SB-1220-G,25200.0,spring_pricelist,
SB-1220-H,SB-1220-H,24000.0,spring_pricelist,
SB-1220-J,SB-1220-J,28000.0,spring_pricelist,
SB-1220-K,SB-1220-K,19800.0,spring_pricelist,
SB-1220-L,SB-1220-L,21800.0,spring_pricelist,
SB-1220-M,SB-1220-M,22800.0,spring_pricelist,
SB-1220-N,SB-1220-N,21800.0,spring_pricelist,
SB-1220-P,SB-1220-P,21800.0,spring_pricelist,
AKHG 65-25,AKHG-65-25,15600.0,hydraulic_pricelist,
AKHG 65-50,AKHG-65-50,16500.0,hydraulic_pricelist,
AKHG 65-75,AKHG-65-75,19800.0,hydraulic_pricelist,
AKHG 65-100,AKHG-65-100,21000.0,hydraulic_pricelist,
AKHG 65-125,AKHG-65-125,22000.0,hydraulic_pricelist,
AKHG 65-150,AKHG-65-150,23100.0,hydraulic_pricelist,
AKHG 65-200,AKHG-65-200,24400.0,hydraulic_pricelist,
AKHG 85-100,AKHG-85-100,29000.0,hydraulic_pricelist,
AKHG 85-200,AKHG-85-200,30400.0,hydraulic_pricelist,
AKHG 85-300,AKHG-85-300,31700.0,hydraulic_pricelist,
AKHG 85-400,AKHG-85-400,33000.0,hydraulic_pricelist,
AKHG 85-500,AKHG-85-500,34500.0,hydraulic_pricelist,
AKHG100-50,AKHG-100-50,37700.0,hydraulic_pricelist,
AKHG100-80,AKHG-100-80,38600.0,hydraulic_pricelist,
AKHG100-100,AKHG-100-100,38700.0,hydraulic_pricelist,
AKHG100-120,AKHG-100-120,39500.0,hydraulic_pricelist,
AKHG100-150,AKHG-100-150,39800.0,hydraulic_pricelist,
AKHG100-200,AKHG-100-200,41100.0,hydraulic_pricelist,
AKHG100-250,AKHG-100-250,42500.0,hydraulic_pricelist,
AKHG100-300,AKHG-100-300,43800.0,hydraulic_pricelist,
AKHG100-400,AKHG-100-400,47300.0,hydraulic_pricelist,
AKHG100-500,AKHG-100-500,50000.0,hydraulic_pricelist,
AKHG100-600,AKHG-100-600,52400.0,hydraulic_pricelist,
AKHG100-800,AKHG-100-800,57300.0,hydraulic_pricelist,
AKHG 120-100,AKHG-120-100,48200.0,hydraulic_pricelist,
AKHG 120-200,AKHG-120-200,54200.0,hydraulic_pricelist,
AKHG 120-300,AKHG-120-300,54300.0,hydraulic_pricelist,
AKHG 120-400,AKHG-120-400,56700.0,hydraulic_pricelist,
AKHG 120-500,AKHG-120-500,59900.0,hydraulic_pricelist,
AKHG 120-600,AKHG-120-600,63800.0,hydraulic_pricelist,
AKHG 120-800,AKHG-120-800,69400.0,hydraulic_pricelist,
AKHG 120-1000,AKHG-120-1000,75300.0,hydraulic_pricelist,
AKHG 130--100,AKHG-130-100,57500.0,hydraulic_pricelist,
AKHG 130--150,AKHG-130-150,57400.0,hydraulic_pricelist,
AKHG 130--200,AKHG-130-200,61600.0,hydraulic_pricelist,
AKHG 130--300,AKHG-130-300,67200.0,hydraulic_pricelist,
AKHG 130--400,AKHG-130-400,73000.0,hydraulic_pricelist,
AKHG 130--500,AKHG-130-500,77900.0,hydraulic_pricelist,
AKHG 130--600,AKHG-130-600,81200.0,hydraulic_pricelist,
AKHG 130--800,AKHG-130-800,95300.0,hydraulic_pricelist,
AKHG 130--1000,AKHG-130-1000,105200.0,hydraulic_pricelist,
AKHG 140--100,AKHG-140-100,58900.0,hydraulic_pricelist,
AKHG 140--150,AKHG-140-150,61200.0,hydraulic_pricelist,
AKHG 140--200,AKHG-140-200,65800.0,hydraulic_pricelist,
AKHG 140--300,AKHG-140-300,72100.0,hydraulic_pricelist,
AKHG 140--400,AKHG-140-400,78600.0,hydraulic_pricelist,
AKHG 140--500,AKHG-140-500,84200.0,hydraulic_pricelist,
AKHG 140--600,AKHG-140-600,90000.0,hydraulic_pricelist,
AKHG 140--800,AKHG-140-800,97800.0,hydraulic_pricelist,
AKHG 140--1000,AKHG-140-1000,109100.0,hydraulic_pricelist,
AKHG 65-25,AKHG-65-25,18000.0,akhg_pricelist,
AKHG 65-50,AKHG-65-50,18900.0,akhg_pricelist,
AKHG 65-75,AKHG-65-75,19800.0,akhg_pricelist,
AKHG 65-100,AKHG-65-100,21000.0,akhg_pricelist,
AKHG 65-125,AKHG-65-125,22000.0,akhg_pricelist,
AKHG 65-150,AKHG-65-150,23100.0,akhg_pricelist,
AKHG 65-200,AKHG-65-200,24400.0,akhg_pricelist,
AKHG 85-100,AKHG-85-100,29000.0,akhg_pricelist,
AKHG 85-200,AKHG-85-200,30400.0,akhg_pricelist,
AKHG 85-300,AKHG-85-300,31700.0,akhg_pricelist,
AKHG 85-400,AKHG-85-400,33000.0,akhg_pricelist,
AKHG 85-500,AKHG-85-500,34500.0,akhg_pricelist,
AKHG100-50,AKHG-100-50,37700.0,akhg_pricelist,
AKHG100-80,AKHG-100-80,38600.0,akhg_pricelist,
AKHG100-100,AKHG-100-100,38700.0,akhg_pricelist,
AKHG100-120,AKHG-100-120,39500.0,akhg_pricelist,
AKHG100-150,AKHG-100-150,39800.0,akhg_pricelist,
AKHG100-200,AKHG-100-200,41100.0,akhg_pricelist,
AKHG100-250,AKHG-100-250,42500.0,akhg_pricelist,
AKHG100-300,AKHG-100-300,43800.0,akhg_pricelist,
AKHG100-400,AKHG-100-400,47300.0,akhg_pricelist,
AKHG100-500,AKHG-100-500,50000.0,akhg_pricelist,
AKHG100-600,AKHG-100-600,52400.0,akhg_pricelist,
AKHG100-800,AKHG-100-800,57300.0,akhg_pricelist,
AKHG 120-100,AKHG-120-100,48200.0,akhg_pricelist,
AKHG 120-200,AKHG-120-200,54200.0,akhg_pricelist,
AKHG 120-300,AKHG-120-300,54300.0,akhg_pricelist,
AKHG 120-400,AKHG-120-400,56700.0,akhg_pricelist,
AKHG 120-500,AKHG-120-500,59900.0,akhg_pricelist,
AKHG 120-600,AKHG-120-600,63800.0,akhg_pricelist,
AKHG 120-800,AKHG-120-800,69400.0,akhg_pricelist,
AKHG 120-1000,AKHG-120-1000,75300.0,akhg_pricelist,
AKHG 130-100,AKHG-130-100,57500.0,akhg_pricelist,
AKHG 130-150,AKHG-130-150,57400.0,akhg_pricelist,
AKHG 130-200,AKHG-130-200,61600.0,akhg_pricelist,
AKHG 130-300,AKHG-130-300,67200.0,akhg_pricelist,
AKHG 130-400,AKHG-130-400,73000.0,akhg_pricelist,
AKHG 130-500,AKHG-130-500,77900.0,akhg_pricelist,
AKHG 130-600,AKHG-130-600,81200.0,akhg_pricelist,
AKHG 130-800,AKHG-130-800,95300.0,akhg_pricelist,
AKHG 130-1000,AKHG-130-1000,105200.0,akhg_pricelist,
AKHG 140-100,AKHG-140-100,58900.0,akhg_pricelist,
AKHG 140-150,AKHG-140-150,61200.0,akhg_pricelist,
AKHG 140-200,AKHG-140-200,65800.0,akhg_pricelist,
AKHG 140-300,AKHG-140-300,72100.0,akhg_pricelist,
AKHG 140-400,AKHG-140-400,78600.0,akhg_pricelist,
AKHG 140-500,AKHG-140-500,84200.0,akhg_pricelist,
AKHG 140-600,AKHG-140-600,90000.0,akhg_pricelist,
AKHG 140-800,AKHG-140-800,97800.0,akhg_pricelist,
AKHG 140-1000,AKHG-140-1000,109100.0,akhg_pricelist,
TSC-15,TSC-15,6150.0,tsc_pdf_2022,
TSC-25,TSC-25,6600.0,tsc_pdf_2022,
TSC-50,TSC-50,9840.0,tsc_pdf_2022,
TSC-75,TSC-75,14400.0,tsc_pdf_2022,
TSC-100,TSC-100,16625.0,tsc_pdf_2022,
