source,family,model,stroke_mm,energy_per_cycle_nm,energy_per_hour_nm,eff_mass_min_kg,eff_mass_max_kg,max_force_n,thread,body_dia_mm,length_mm,weight_kg,damping_type,temp_min_c,temp_max_c,notes
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC150H,12.7,20,34000,8.6,86,,9/16-18 UNF / M14x1.5,14,69.1,0.054,self-compensating,0,66,"return force 3-8 N; return time 0.4 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC150H2,12.7,20,34000,70,200,,9/16-18 UNF / M14x1.5,14,69.1,0.054,self-compensating,0,66,"return force 3-8 N; return time 0.4 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC150H3,12.7,20,34000,181,408,,9/16-18 UNF / M14x1.5,14,69.1,0.054,self-compensating,0,66,"return force 3-8 N; return time 1.0 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC225,12.7,41,45000,2.3,25,,3/4-16 UNF / M20x1.5,20,79.2,0.154,self-compensating,0,66,"return force 4-9 N; return time 0.3 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC225H,12.7,41,45000,23,230,,3/4-16 UNF / M20x1.5,20,79.2,0.154,self-compensating,0,66,"return force 4-9 N; return time 0.3 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC225H2,12.7,41,45000,180,910,,3/4-16 UNF / M20x1.5,20,79.2,0.154,self-compensating,0,66,"return force 4-9 N; return time 0.3 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC225H3,12.7,41,45000,816,1814,,3/4-16 UNF / M20x1.5,20,79.2,0.154,self-compensating,0,66,"return force 4-9 N; return time 0.3 s; max side load angle 4 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC600,25.4,136,68000,9,136,,1-12 UNF / M25x1.5,25,110.3,0.258,self-compensating,0,66,"return force 5-10 N; return time 0.6 s; max side load angle 2 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC600H,25.4,136,68000,113,1130,,1-12 UNF / M25x1.5,25,110.3,0.258,self-compensating,0,66,"return force 5-10 N; return time 0.6 s; max side load angle 2 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC600H2,25.4,136,68000,400,2300,,1-12 UNF / M25x1.5,25,110.3,0.258,self-compensating,0,66,"return force 5-10 N; return time 0.6 s; max side load angle 2 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.20-21,MC150-MC600 miniature rolling diaphragm,MC600H3,25.4,136,68000,2177,4536,,1-12 UNF / M25x1.5,25,110.3,0.258,self-compensating,0,66,"return force 5-10 N; return time 0.6 s; max side load angle 2 deg; rolling diaphragm, usable inside pneumatic cylinder up to 7 bar; impact velocity 0.06-6 m/s; length = threaded body length from drawing"
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC150M-V4A,12.7,20,34000,0.9,10,,M14x1.5,14,,0.054,self-compensating,0,66,stainless steel (V4A) version; return force 3-5 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC150MH-V4A,12.7,20,34000,8.6,86,,M14x1.5,14,,0.054,self-compensating,0,66,stainless steel (V4A) version; return force 3-5 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC150MH2-V4A,12.7,20,34000,70,200,,M14x1.5,14,,0.054,self-compensating,0,66,stainless steel (V4A) version; return force 3-5 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC150MH3-V4A,12.7,20,34000,181,408,,M14x1.5,14,,0.054,self-compensating,0,66,stainless steel (V4A) version; return force 3-5 N; return time 1.0 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC225M-V4A,12.7,41,45000,2.3,25,,M20x1.5,20,,0.154,self-compensating,0,66,stainless steel (V4A) version; return force 4-6 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC225MH-V4A,12.7,41,45000,23,230,,M20x1.5,20,,0.154,self-compensating,0,66,stainless steel (V4A) version; return force 4-6 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC225MH2-V4A,12.7,41,45000,180,910,,M20x1.5,20,,0.154,self-compensating,0,66,stainless steel (V4A) version; return force 4-6 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC225MH3-V4A,12.7,41,45000,816,1814,,M20x1.5,20,,0.154,self-compensating,0,66,stainless steel (V4A) version; return force 4-6 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC600M-V4A,25.4,136,68000,9,136,,M25x1.5,25,,0.258,self-compensating,0,66,stainless steel (V4A) version; return force 5-9 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC600MH-V4A,25.4,136,68000,113,1130,,M25x1.5,25,,0.258,self-compensating,0,66,stainless steel (V4A) version; return force 5-9 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC600MH2-V4A,25.4,136,68000,400,2300,,M25x1.5,25,,0.258,self-compensating,0,66,stainless steel (V4A) version; return force 5-9 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.22-23,MC150-MC600 V4A stainless,MC600MH3-V4A,25.4,136,68000,2177,4536,,M25x1.5,25,,0.258,self-compensating,0,66,stainless steel (V4A) version; return force 5-9 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN150M,12.7,20,34000,0.9,10,,M14x1.5,14,,0.067,self-compensating,0,66,return force 8-80 N (higher return force version); return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN150MH,12.7,20,34000,8.6,86,,M14x1.5,14,,0.067,self-compensating,0,66,return force 8-80 N (higher return force version); return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN150MH2,12.7,20,34000,70,200,,M14x1.5,14,,0.067,self-compensating,0,66,return force 8-80 N (higher return force version); return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN150MH3,12.7,20,34000,181,408,,M14x1.5,14,,0.067,self-compensating,0,66,return force 8-80 N (higher return force version); return time 1.0 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN225M,12.7,41,45000,2.3,25,,M20x1.5,20,,0.170,self-compensating,0,66,return force 8-85 N (higher return force version); return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN225MH,12.7,41,45000,23,230,,M20x1.5,20,,0.170,self-compensating,0,66,return force 8-85 N (higher return force version); return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN225MH2,12.7,41,45000,180,910,,M20x1.5,20,,0.170,self-compensating,0,66,return force 8-85 N (higher return force version); return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN225MH3,12.7,41,45000,816,1814,,M20x1.5,20,,0.170,self-compensating,0,66,return force 8-85 N (higher return force version); return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN600M,25.4,136,68000,9,136,,M25x1.5,25,,0.317,self-compensating,0,66,return force 8-90 N (higher return force version); return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN600MH,25.4,136,68000,113,1130,,M25x1.5,25,,0.317,self-compensating,0,66,return force 8-90 N (higher return force version); return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN600MH2,25.4,136,68000,400,1043,,M25x1.5,25,,0.317,self-compensating,0,66,return force 8-90 N (higher return force version); return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.24-25,PMCN150-PMCN600 (pneumatic cylinder integration),PMCN600MH3,25.4,136,68000,2177,4536,,M25x1.5,25,,0.317,self-compensating,0,66,return force 8-90 N (higher return force version); return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN150M-V4A,12.7,20,34000,0.9,10,,M14x1.5,14,,0.067,self-compensating,0,66,stainless (V4A); return force 8-80 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN150MH-V4A,12.7,20,34000,8.6,86,,M14x1.5,14,,0.067,self-compensating,0,66,stainless (V4A); return force 8-80 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN150MH2-V4A,12.7,20,34000,70,200,,M14x1.5,14,,0.067,self-compensating,0,66,stainless (V4A); return force 8-80 N; return time 0.4 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN150MH3-V4A,12.7,20,34000,181,408,,M14x1.5,14,,0.067,self-compensating,0,66,stainless (V4A); return force 8-80 N; return time 1.0 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN225M-V4A,12.7,41,45000,2.3,25,,M20x1.5,20,,0.170,self-compensating,0,66,stainless (V4A); return force 8-85 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN225MH-V4A,12.7,41,45000,23.0,230,,M20x1.5,20,,0.170,self-compensating,0,66,stainless (V4A); return force 8-85 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN225MH2-V4A,12.7,41,45000,180.0,910,,M20x1.5,20,,0.170,self-compensating,0,66,stainless (V4A); return force 8-85 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN225MH3-V4A,12.7,41,45000,816.0,1814,,M20x1.5,20,,0.170,self-compensating,0,66,stainless (V4A); return force 8-85 N; return time 0.3 s; max side load angle 4 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN600M-V4A,25.4,136,68000,9.0,136,,M25x1.5,25,,0.317,self-compensating,0,66,stainless (V4A); return force 8-90 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN600MH-V4A,25.4,136,68000,113.0,1130,,M25x1.5,25,,0.317,self-compensating,0,66,stainless (V4A); return force 8-90 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN600MH2-V4A,25.4,136,68000,400,2300,,M25x1.5,25,,0.317,self-compensating,0,66,stainless (V4A); return force 8-90 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.26-27,PMCN150-PMCN600 V4A stainless,PMCN600MH3-V4A,25.4,136,68000,2177.0,4536,,M25x1.5,25,,0.317,self-compensating,0,66,stainless (V4A); return force 8-90 N; return time 0.6 s; max side load angle 2 deg
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC190-0,16,25,34000,0.7,4,,9/16-18 UNF / M14x1.5,14,87.3,0.080,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me not published (-0 code); hardness code -0; return force 4-9 N; return time 0.25 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC190-1,16,25,34000,1.4,7,,9/16-18 UNF / M14x1.5,14,87.3,0.080,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 2.3-6 kg; hardness code -1; return force 4-9 N; return time 0.25 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC190-2,16,25,34000,3.6,18,,9/16-18 UNF / M14x1.5,14,87.3,0.080,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 5.5-16 kg; hardness code -2; return force 4-9 N; return time 0.25 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC190-3,16,25,34000,9,45,,9/16-18 UNF / M14x1.5,14,87.3,0.080,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 14-41 kg; hardness code -3; return force 4-9 N; return time 0.25 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC190-4,16,25,34000,23,102,,9/16-18 UNF / M14x1.5,14,87.3,0.080,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 34-91 kg; hardness code -4; return force 4-9 N; return time 0.25 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC300-0,19,33,45000,0.7,4,,3/4-16 UNF / M20x1.5,20,87.4,0.175,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me not published (-0 code); hardness code -0; return force 5-10 N; return time 0.1 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC300-1,19,33,45000,1.4,8,,3/4-16 UNF / M20x1.5,20,87.4,0.175,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 2.3-7 kg; hardness code -1; return force 5-10 N; return time 0.1 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC300-2,19,33,45000,4.5,27,,3/4-16 UNF / M20x1.5,20,87.4,0.175,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 7-23 kg; hardness code -2; return force 5-10 N; return time 0.1 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC300-3,19,33,45000,14,82,,3/4-16 UNF / M20x1.5,20,87.4,0.175,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 23-68 kg; hardness code -3; return force 5-10 N; return time 0.1 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC300-4,19,33,45000,32,204,,3/4-16 UNF / M20x1.5,20,87.4,0.175,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 68-181 kg; hardness code -4; return force 5-10 N; return time 0.1 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC650-0,25.4,73,68000,2.3,14,,1-12 UNF / M25x1.5,25,106.4,0.335,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me not published (-0 code); hardness code -0; return force 11-32 N; return time 0.20 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC650-1,25.4,73,68000,8,45,,1-12 UNF / M25x1.5,25,106.4,0.335,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 11-36 kg; hardness code -1; return force 11-32 N; return time 0.20 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC650-2,25.4,73,68000,23,136,,1-12 UNF / M25x1.5,25,106.4,0.335,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 34-113 kg; hardness code -2; return force 11-32 N; return time 0.20 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC650-3,25.4,73,68000,68,408,,1-12 UNF / M25x1.5,25,106.4,0.335,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 109-363 kg; hardness code -3; return force 11-32 N; return time 0.20 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC650-4,25.4,73,68000,204,1180,,1-12 UNF / M25x1.5,25,106.4,0.335,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 363-1089 kg; hardness code -4; return force 11-32 N; return time 0.20 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC925-0,40,110,90000,4.5,29,,1-12 UNF / M25x1.5,25,138,0.420,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 8-25 kg; hardness code -0; return force 11-32 N; return time 0.40 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC925-1,40,110,90000,14,90,,1-12 UNF / M25x1.5,25,138,0.420,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 22-72 kg; hardness code -1; return force 11-32 N; return time 0.40 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC925-2,40,110,90000,40,227,,1-12 UNF / M25x1.5,25,138,0.420,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 59-208 kg; hardness code -2; return force 11-32 N; return time 0.40 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC925-3,40,110,90000,113,726,,1-12 UNF / M25x1.5,25,138,0.420,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 181-612 kg; hardness code -3; return force 11-32 N; return time 0.40 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.28-29,SC190-SC925 soft contact / self-compensating,SC925-4,40,110,90000,340,2088,,1-12 UNF / M25x1.5,25,138,0.420,soft-contact + self-compensating,0,66,eff. mass columns given are self-compensating range; soft-contact range me 544-1952 kg; hardness code -4; return force 11-32 N; return time 0.40 s; side load 5 deg; impact velocity 0.15-3.66 m/s
ACE Main Catalog 2018 metric p.30-31,SC2 25-190 piston tube,SC25M-5,8,10,16000,1,5,,M10x1,10,72,0.029,self-compensating,0,66,SC-squared (piston tube) series; hardness code -5; return force 4.5-14 N; return time 0.3 s; side load 2 deg; impact velocity 0.1-5.7 m/s
ACE Main Catalog 2018 metric p.30-31,SC2 25-190 piston tube,SC25M-6,8,10,16000,4,44,,M10x1,10,72,0.029,self-compensating,0,66,SC-squared (piston tube) series; hardness code -6; return force 4.5-14 N; return time 0.3 s; side load 2 deg; impact velocity 0.1-5.7 m/s
ACE Main Catalog 2018 metric p.30-31,SC2 25-190 piston tube,SC25M-7,8,10,16000,42,500,,M10x1,10,72,0.029,self-compensating,0,66,SC-squared (piston tube) series; hardness code -7; return force 4.5-14 N; return time 0.3 s; side load 2 deg; impact velocity 0.1-5.7 m/s
ACE Main Catalog 2018 metric p.30-31,SC2 25-190 piston tube,SC75M-5,10,16,30000,1,8,,M12x1,12,78,0.047,self-compensating,0,66,SC-squared (piston tube) series; hardness code -5; return force 6-19 N; return time 0.3 s; side load 2 deg; impact velocity 0.1-5.7 m/s
